"HGNC ID","Status","Approved symbol","Approved name","Chromosome location","Orphanet ID","OMIM ID"
"HGNC:51497","Approved","ACTG1P17","actin gamma 1 pseudogene 17","15q25.2",,
"HGNC:51498","Approved","ACTG1P18","actin gamma 1 pseudogene 18","6q16.3",,
"HGNC:51499","Approved","ACTG1P19","actin gamma 1 pseudogene 19","9q31.1",,
"HGNC:51500","Approved","ACTG1P20","actin gamma 1 pseudogene 20","1p36.11",,
"HGNC:51501","Approved","ACTG1P21","actin gamma 1 pseudogene 21","1p31.1",,
"HGNC:51502","Approved","ACTG1P22","actin gamma 1 pseudogene 22","2p16.1",,
"HGNC:51503","Approved","ACTG1P23","actin gamma 1 pseudogene 23","3q26.31",,
"HGNC:49661","Approved","ACTG1P24","actin gamma 1 pseudogene 24","17p11.2",,
"HGNC:54872","Approved","ACTG1P25","actin gamma 1 pseudogene 25","1q32.1",,
"HGNC:145","Approved","ACTG2","actin gamma 2, smooth muscle","2p13.1",320793,102545
"HGNC:158","Entry Withdrawn","ACTL4","actin-like 4","3pter-q21",,
"HGNC:159","Entry Withdrawn","ACTL5","actin-like 5","21q22.3",,
"HGNC:24124","Approved","ACTL6A","actin like 6A","3q26.33",,604958
"HGNC:160","Approved","ACTL6B","actin like 6B","7q22.1",,612458
"HGNC:161","Approved","ACTL7A","actin like 7A","9q31.3",,604303
"HGNC:162","Approved","ACTL7B","actin like 7B","9q31.3",,604304
"HGNC:24018","Approved","ACTL8","actin like 8","1p36.13",,
"HGNC:28494","Approved","ACTL9","actin like 9","19p13.2",,
"HGNC:16127","Approved","ACTL10","actin like 10","20q11.22",,
"HGNC:163","Approved","ACTN1","actinin alpha 1","14q24.1",330666,102575
"HGNC:20131","Approved","ACTN1-AS1","ACTN1 antisense RNA 1","14q24.1",,
"HGNC:164","Approved","ACTN2","actinin alpha 2","1q43",159192,102573
"HGNC:165","Approved","ACTN3","actinin alpha 3","11q13.2",,102574
"HGNC:166","Approved","ACTN4","actinin alpha 4","19q13.2",117757,604638
"HGNC:44028","Approved","ACTN4P1","actinin alpha 4 pseudogene 1","4q26",,
"HGNC:44032","Approved","ACTN4P2","actinin alpha 4 pseudogene 2","1p34.3",,
"HGNC:51621","Approved","ACTP1","actin family pseudogene 1","2q12.3",,
"HGNC:167","Approved","ACTR1A","actin related protein 1A","10q24.32",,605143
"HGNC:54703","Approved","ACTR1AP1","ACTR1A pseudogene 1","2q13",,
"HGNC:168","Approved","ACTR1B","actin related protein 1B","2q11.2",,605144
"HGNC:169","Approved","ACTR2","actin related protein 2","2p14",,604221
"HGNC:170","Approved","ACTR3","actin related protein 3","2q14.1",,604222
"HGNC:53965","Approved","ACTR3-AS1","ACTR3 antisense RNA 1","2q14.1",,
"HGNC:17256","Approved","ACTR3B","actin related protein 3B","7q36.1-q36.2",,
"HGNC:37724","Approved","ACTR3BP1","ACTR3B pseudogene 1","Yq11.21",,
"HGNC:38677","Approved","ACTR3BP2","ACTR3B pseudogene 2","2p11.1",,
"HGNC:38678","Approved","ACTR3BP3","ACTR3B pseudogene 3","16p11.2",,
"HGNC:38681","Approved","ACTR3BP4","ACTR3B pseudogene 4","4q24",,
"HGNC:38682","Approved","ACTR3BP5","ACTR3B pseudogene 5","10p11.1",,
"HGNC:38683","Approved","ACTR3BP6","ACTR3B pseudogene 6","22q11.1",,
"HGNC:54971","Approved","ACTR3BP7","ACTR3B pseudogene 7","22p11.2",,
"HGNC:37282","Approved","ACTR3C","actin related protein 3C","7q36.1",,
"HGNC:31820","Approved","ACTR3P1","ACTR3 pseudogene 1","14q11.2",,
"HGNC:38676","Approved","ACTR3P2","ACTR3 pseudogene 2","Xq13.1",,
"HGNC:38679","Approved","ACTR3P3","ACTR3 pseudogene 3","3q12.2",,
"HGNC:14671","Approved","ACTR5","actin related protein 5","20q11.23",,
"HGNC:24025","Approved","ACTR6","actin related protein 6","12q23.1",,
"HGNC:44210","Approved","ACTR6P1","ACTR6 pseudogene 1","4q25",,
"HGNC:14672","Approved","ACTR8","actin related protein 8","3p21.1",,
"HGNC:17372","Approved","ACTR10","actin related protein 10","14q23.1",,
"HGNC:24027","Approved","ACTRT1","actin related protein T1","Xq25",,300487
"HGNC:55127","Approved","ACTRT1P1","ACTRT1 pseudogene 1","Xq25",,
"HGNC:24026","Approved","ACTRT2","actin related protein T2","1p36.32",,608535
"HGNC:24022","Approved","ACTRT3","actin related protein T3","3q26.2",,608534
"HGNC:171","Approved","ACVR1","activin A receptor type 1","2q24.1",117759,102576
"HGNC:172","Approved","ACVR1B","activin A receptor type 1B","12q13.13",,601300
"HGNC:18123","Approved","ACVR1C","activin A receptor type 1C","2q24.1",,608981
"HGNC:173","Approved","ACVR2A","activin A receptor type 2A","2q22.3-q23.1",,102581
"HGNC:174","Approved","ACVR2B","activin A receptor type 2B","3p22.2",159918,602730
"HGNC:44161","Approved","ACVR2B-AS1","ACVR2B antisense RNA 1","3p22.2",,
"HGNC:175","Approved","ACVRL1","activin A receptor like type 1","12q13.13",117764,601284
"HGNC:177","Approved","ACY1","aminoacylase 1","3p21.2",159895,104620
"HGNC:24104","Approved","ACY3","aminoacylase 3","11q13.2",,614413
"HGNC:179","Approved","ACYP1","acylphosphatase 1","14q24.3",,600875
"HGNC:180","Approved","ACYP2","acylphosphatase 2","2p16.2",,102595
"HGNC:185","Entry Withdrawn","AD5","Alzheimer disease 5","12p11.23-q13.12",,
"HGNC:186","Approved","ADA","adenosine deaminase","20q13.12",117771,608958
"HGNC:1839","Approved","ADA2","adenosine deaminase 2","22q11.1",396032,607575
"HGNC:30713","Approved","ADAD1","adenosine deaminase domain containing 1","4q27",,614130
"HGNC:44550","Approved","ADAD1P1","adenosine deaminase domain containing 1 pseudogene 1","3p22.2",,
"HGNC:44552","Approved","ADAD1P2","adenosine deaminase domain containing 1 pseudogene 2","18q21.1",,
"HGNC:30714","Approved","ADAD2","adenosine deaminase domain containing 2","16q24.1",,
"HGNC:31853","Approved","ADAL","adenosine deaminase like","15q15.3",,
"HGNC:187","Approved","ADAM1A","ADAM metallopeptidase domain 1A (pseudogene)","12q24.12-q24.13",,
"HGNC:44366","Approved","ADAM1B","ADAM metallopeptidase domain 1B (pseudogene)","12q24.13",,
"HGNC:198","Approved","ADAM2","ADAM metallopeptidase domain 2","8p11.22",,601533
"HGNC:209","Approved","ADAM3A","ADAM metallopeptidase domain 3A (pseudogene)","8p11.22",,
"HGNC:210","Approved","ADAM3B","ADAM metallopeptidase domain 3B (pseudogene)","16q12.1",,
"HGNC:212","Approved","ADAM5","ADAM metallopeptidase domain 5 (pseudogene)","8p11.22",,
"HGNC:213","Approved","ADAM6","ADAM metallopeptidase domain 6 (pseudogene)","14q32.33",,
"HGNC:214","Approved","ADAM7","ADAM metallopeptidase domain 7","8p21.2",,607310
"HGNC:215","Approved","ADAM8","ADAM metallopeptidase domain 8","10q26.3",,602267
"HGNC:216","Approved","ADAM9","ADAM metallopeptidase domain 9","8p11.22",201516,602713
"HGNC:188","Approved","ADAM10","ADAM metallopeptidase domain 10","15q21.3",358659,602192
"HGNC:189","Approved","ADAM11","ADAM metallopeptidase domain 11","17q21.31",,155120
"HGNC:190","Approved","ADAM12","ADAM metallopeptidase domain 12","10q26.2",,602714
"HGNC:43841","Entry Withdrawn","ADAM12-OT1","ADAM12 overlapping transcript 1 (non-protein coding)","10q26.2",,
"HGNC:193","Approved","ADAM15","ADAM metallopeptidase domain 15","1q21.3",,605548
"HGNC:195","Approved","ADAM17","ADAM metallopeptidase domain 17","2p25.1",299456,603639
"HGNC:196","Approved","ADAM18","ADAM metallopeptidase domain 18","8p11.22",,
"HGNC:197","Approved","ADAM19","ADAM metallopeptidase domain 19","5q33.3",,603640
"HGNC:199","Approved","ADAM20","ADAM metallopeptidase domain 20","14q24.2",,603712
"HGNC:20102","Approved","ADAM20P1","ADAM metallopeptidase domain 20 pseudogene 1","14q24.2",,
"HGNC:43901","Approved","ADAM20P2","ADAM metallopeptidase domain 20 pseudogene 2","4q34.2",,
"HGNC:43902","Approved","ADAM20P3","ADAM metallopeptidase domain 20 pseudogene 3","4q35.2",,
"HGNC:200","Approved","ADAM21","ADAM metallopeptidase domain 21","14q24.2",,603713
"HGNC:19822","Approved","ADAM21P1","ADAM metallopeptidase domain 21 pseudogene 1","14q24.2",,
"HGNC:201","Approved","ADAM22","ADAM metallopeptidase domain 22","7q21.12",,603709
"HGNC:202","Approved","ADAM23","ADAM metallopeptidase domain 23","2q33.3",,603710
"HGNC:203","Approved","ADAM24P","ADAM metallopeptidase domain 24, pseudogene","8p22",,
"HGNC:206","Approved","ADAM28","ADAM metallopeptidase domain 28","8p21.2",,606188
"HGNC:207","Approved","ADAM29","ADAM metallopeptidase domain 29","4q34.1",,604778
"HGNC:208","Approved","ADAM30","ADAM metallopeptidase domain 30","1p12",,604779
"HGNC:15479","Approved","ADAM32","ADAM metallopeptidase domain 32","8p11.22",,618602
"HGNC:15478","Approved","ADAM33","ADAM metallopeptidase domain 33","20p13",,607114
"HGNC:16299","Approved","ADAMDEC1","ADAM like decysin 1","8p21.2",,606393
"HGNC:217","Approved","ADAMTS1","ADAM metallopeptidase with thrombospondin type 1 motif 1","21q21.3",,605174
"HGNC:218","Approved","ADAMTS2","ADAM metallopeptidase with thrombospondin type 1 motif 2","5q35.3",117780,604539
"HGNC:219","Approved","ADAMTS3","ADAM metallopeptidase with thrombospondin type 1 motif 3","4q13.3",,605011
"HGNC:220","Approved","ADAMTS4","ADAM metallopeptidase with thrombospondin type 1 motif 4","1q23.3",,603876
"HGNC:221","Approved","ADAMTS5","ADAM metallopeptidase with thrombospondin type 1 motif 5","21q21.3",,605007
"HGNC:222","Approved","ADAMTS6","ADAM metallopeptidase with thrombospondin type 1 motif 6","5q12.3",,605008
"HGNC:223","Approved","ADAMTS7","ADAM metallopeptidase with thrombospondin type 1 motif 7","15q25.1",,605009
"HGNC:49407","Approved","ADAMTS7P1","ADAMTS7 pseudogene 1","15q25.2",,
"HGNC:49409","Approved","ADAMTS7P3","ADAMTS7 pseudogene 3","15q24.3",,
"HGNC:49410","Approved","ADAMTS7P4","ADAMTS7 pseudogene 4","15q25.3",,
"HGNC:224","Approved","ADAMTS8","ADAM metallopeptidase with thrombospondin type 1 motif 8","11q24.3",,605175
"HGNC:13202","Approved","ADAMTS9","ADAM metallopeptidase with thrombospondin type 1 motif 9","3p14.1",,605421
"HGNC:40625","Approved","ADAMTS9-AS1","ADAMTS9 antisense RNA 1","3p14.1",,
"HGNC:42435","Approved","ADAMTS9-AS2","ADAMTS9 antisense RNA 2","3p14.1",,
"HGNC:13201","Approved","ADAMTS10","ADAM metallopeptidase with thrombospondin type 1 motif 10","19p13.2",117773,608990
"HGNC:14605","Approved","ADAMTS12","ADAM metallopeptidase with thrombospondin type 1 motif 12","5p13.3-p13.2",,606184
"HGNC:1366","Approved","ADAMTS13","ADAM metallopeptidase with thrombospondin type 1 motif 13","9q34.2",117776,604134
"HGNC:14899","Approved","ADAMTS14","ADAM metallopeptidase with thrombospondin type 1 motif 14","10q22.1",,607506
"HGNC:16305","Approved","ADAMTS15","ADAM metallopeptidase with thrombospondin type 1 motif 15","11q24.3",,607509
"HGNC:17108","Approved","ADAMTS16","ADAM metallopeptidase with thrombospondin type 1 motif 16","5p15.32",,607510
"HGNC:17109","Approved","ADAMTS17","ADAM metallopeptidase with thrombospondin type 1 motif 17","15q26.3",304263,607511
"HGNC:17110","Approved","ADAMTS18","ADAM metallopeptidase with thrombospondin type 1 motif 18","16q23.1",376567,607512
"HGNC:17111","Approved","ADAMTS19","ADAM metallopeptidase with thrombospondin type 1 motif 19","5q23.3",,607513
"HGNC:40797","Approved","ADAMTS19-AS1","ADAMTS19 antisense RNA 1","5q23.3",,
"HGNC:17178","Approved","ADAMTS20","ADAM metallopeptidase with thrombospondin type 1 motif 20","12q12",,611681
"HGNC:14632","Approved","ADAMTSL1","ADAMTS like 1","9p22.2-p22.1",,609198
"HGNC:14631","Approved","ADAMTSL2","ADAMTS like 2","9q34.2",183895,612277
"HGNC:14633","Approved","ADAMTSL3","ADAMTS like 3","15q25.2",,609199
"HGNC:19706","Approved","ADAMTSL4","ADAMTS like 4","1q21.2",178791,610113
"HGNC:32041","Approved","ADAMTSL4-AS1","ADAMTSL4 antisense RNA 1","1q21.2",,
"HGNC:40895","Approved","ADAMTSL4-AS2","ADAMTSL4 antisense RNA 2","1q21.2",,
"HGNC:27912","Approved","ADAMTSL5","ADAMTS like 5","19p13.3",,
"HGNC:16486","Approved","ADAP1","ArfGAP with dual PH domains 1","7p22.3",,608114
"HGNC:16487","Approved","ADAP2","ArfGAP with dual PH domains 2","17q11.2",469914,608635
"HGNC:225","Approved","ADAR","adenosine deaminase RNA specific","1q21.3",119502,146920
"HGNC:226","Approved","ADARB1","adenosine deaminase RNA specific B1","21q22.3",,601218
"HGNC:227","Approved","ADARB2","adenosine deaminase RNA specific B2 (inactive)","10p15.3",,602065
"HGNC:23299","Approved","ADARB2-AS1","ADARB2 antisense RNA 1","10p15.3",,
"HGNC:228","Approved","ADAT1","adenosine deaminase tRNA specific 1","16q23.1",,604230
"HGNC:21172","Approved","ADAT2","adenosine deaminase tRNA specific 2","6q24.2",,615388
"HGNC:25151","Approved","ADAT3","adenosine deaminase tRNA specific 3","19p13.3",365118,615302
"HGNC:19038","Approved","ADCK1","aarF domain containing kinase 1","14q24.3",,
"HGNC:19039","Approved","ADCK2","aarF domain containing kinase 2","7q34",,
"HGNC:21738","Approved","ADCK5","aarF domain containing kinase 5","8q24.3",,
"HGNC:229","Approved","ADCP1","adenosine deaminase complexing protein 1",6,,
"HGNC:232","Approved","ADCY1","adenylate cyclase 1","7p12.3",404762,103072
"HGNC:233","Approved","ADCY2","adenylate cyclase 2","5p15.31",,103071
"HGNC:234","Approved","ADCY3","adenylate cyclase 3","2p23.3",,600291
"HGNC:235","Approved","ADCY4","adenylate cyclase 4","14q12",,600292
"HGNC:236","Approved","ADCY5","adenylate cyclase 5","3q21.1",327400,600293
"HGNC:237","Approved","ADCY6","adenylate cyclase 6","12q13.12",403669,600294
"HGNC:53332","Approved","ADCY6-DT","ADCY6 divergent transcript","12q13.12",,
"HGNC:238","Approved","ADCY7","adenylate cyclase 7","16q12.1",,600385
"HGNC:239","Approved","ADCY8","adenylate cyclase 8","8q24.22",,103070
"HGNC:240","Approved","ADCY9","adenylate cyclase 9","16p13.3",,603302
"HGNC:21285","Approved","ADCY10","adenylate cyclase 10","1q24.2",168172,605205
"HGNC:44143","Approved","ADCY10P1","ADCY10 pseudogene 1","6p21.1",,
"HGNC:241","Approved","ADCYAP1","adenylate cyclase activating polypeptide 1","18p11.32",,102980
"HGNC:242","Approved","ADCYAP1R1","ADCYAP receptor type I","7p14.3",,102981
"HGNC:243","Approved","ADD1","adducin 1","4p16.3",469916,102680
"HGNC:244","Approved","ADD2","adducin 2","2p13.3",469918,102681
"HGNC:245","Approved","ADD3","adducin 3","10q25.1-q25.2",394916,601568
"HGNC:48682","Approved","ADD3-AS1","ADD3 antisense RNA 1","10q25.1",,
"HGNC:247","Entry Withdrawn","ADFN","albinism-deafness syndrome","Xq26.3-q27.1",,
"HGNC:21212","Approved","ADGB","androglobin","6q24.3",,614630
"HGNC:13838","Approved","ADGRA1","adhesion G protein-coupled receptor A1","10q26.3",,612302
"HGNC:49543","Approved","ADGRA1-AS1","ADGRA1 antisense RNA 1","10q26.3",,
"HGNC:17849","Approved","ADGRA2","adhesion G protein-coupled receptor A2","8p11.23",,606823
"HGNC:13839","Approved","ADGRA3","adhesion G protein-coupled receptor A3","4p15.2",470398,612303
"HGNC:943","Approved","ADGRB1","adhesion G protein-coupled receptor B1","8q24.3",,602682
"HGNC:944","Approved","ADGRB2","adhesion G protein-coupled receptor B2","1p35.2",,602683
"HGNC:945","Approved","ADGRB3","adhesion G protein-coupled receptor B3","6q12-q13",,602684
"HGNC:19893","Approved","ADGRD1","adhesion G protein-coupled receptor D1","12q24.33",,613639
"HGNC:53314","Approved","ADGRD1-AS1","ADGRD1 antisense RNA 1","12q24.33",,
"HGNC:18651","Approved","ADGRD2","adhesion G protein-coupled receptor D2","9q33.3",,
"HGNC:3336","Approved","ADGRE1","adhesion G protein-coupled receptor E1","19p13.3-p13.2",,600493
"HGNC:3337","Approved","ADGRE2","adhesion G protein-coupled receptor E2","19p13.12",,606100
"HGNC:23647","Approved","ADGRE3","adhesion G protein-coupled receptor E3","19p13.12",,606101
"HGNC:19240","Approved","ADGRE4P","adhesion G protein-coupled receptor E4, pseudogene","19p13.2",,612305
"HGNC:1711","Approved","ADGRE5","adhesion G protein-coupled receptor E5","19p13.12",,601211
"HGNC:18990","Approved","ADGRF1","adhesion G protein-coupled receptor F1","6p12.3",,617430
"HGNC:18991","Approved","ADGRF2","adhesion G protein-coupled receptor F2","6p12.3",,
"HGNC:18989","Approved","ADGRF3","adhesion G protein-coupled receptor F3","2p23.3",,
"HGNC:19011","Approved","ADGRF4","adhesion G protein-coupled receptor F4","6p12.3",,614268
"HGNC:19030","Approved","ADGRF5","adhesion G protein-coupled receptor F5","6p12.3",,
"HGNC:40864","Approved","ADGRF5-AS1","ADGRF5 antisense RNA 1","6p12.3",,
"HGNC:32922","Approved","ADGRF5P1","adhesion G protein-coupled receptor F5 pseudogene 1","9q13",,
"HGNC:32921","Approved","ADGRF5P2","adhesion G protein-coupled receptor F5 pseudogene 2","9p11.1",,
"HGNC:4512","Approved","ADGRG1","adhesion G protein-coupled receptor G1","16q21",122266,604110
"HGNC:4516","Approved","ADGRG2","adhesion G protein-coupled receptor G2","Xp22.13",466348,300572
"HGNC:13728","Approved","ADGRG3","adhesion G protein-coupled receptor G3","16q21",,618441
"HGNC:18992","Approved","ADGRG4","adhesion G protein-coupled receptor G4","Xq26.3",,
"HGNC:19010","Approved","ADGRG5","adhesion G protein-coupled receptor G5","16q21",,616965
"HGNC:13841","Approved","ADGRG6","adhesion G protein-coupled receptor G6","6q24.2",469920,612243
"HGNC:19241","Approved","ADGRG7","adhesion G protein-coupled receptor G7","3q12.2",,612307
"HGNC:20973","Approved","ADGRL1","adhesion G protein-coupled receptor L1","19p13.12",,616416
"HGNC:18582","Approved","ADGRL2","adhesion G protein-coupled receptor L2","1p31.1",,607018
"HGNC:20974","Approved","ADGRL3","adhesion G protein-coupled receptor L3","4q13.1",,616417
"HGNC:50604","Approved","ADGRL3-AS1","ADGRL3 antisense RNA 1","4q13.1",,
"HGNC:20822","Approved","ADGRL4","adhesion G protein-coupled receptor L4","1p31.1",,616419
"HGNC:17416","Approved","ADGRV1","adhesion G protein-coupled receptor V1","5q14.3",122270,602851
"HGNC:249","Approved","ADH1A","alcohol dehydrogenase 1A (class I), alpha polypeptide","4q23",,103700
"HGNC:250","Approved","ADH1B","alcohol dehydrogenase 1B (class I), beta polypeptide","4q23",469922,103720
"HGNC:251","Approved","ADH1C","alcohol dehydrogenase 1C (class I), gamma polypeptide","4q23",469924,103730
"HGNC:252","Approved","ADH4","alcohol dehydrogenase 4 (class II), pi polypeptide","4q23",,103740
"HGNC:253","Approved","ADH5","alcohol dehydrogenase 5 (class III), chi polypeptide","4q23",,103710
"HGNC:254","Entry Withdrawn","ADH5P1","alcohol dehydrogenase 5 (class III), chi polypeptide, pseudogene 1","4q21-q23",,
"HGNC:22976","Approved","ADH5P2","ADH5 pseudogene 2","1p31.1",,
"HGNC:22991","Approved","ADH5P3","ADH5 pseudogene 3","1q43",,
"HGNC:21377","Approved","ADH5P4","ADH5 pseudogene 4","6q12",,
"HGNC:54523","Approved","ADH5P5","ADH5 pseudogene 5","5p14.2",,
"HGNC:255","Approved","ADH6","alcohol dehydrogenase 6 (class V)","4q23",,103735
"HGNC:256","Approved","ADH7","alcohol dehydrogenase 7 (class IV), mu or sigma polypeptide","4q23",,600086
"HGNC:16354","Approved","ADHFE1","alcohol dehydrogenase iron containing 1","8q13.1",,611083
"HGNC:30576","Approved","ADI1","acireductone dioxygenase 1","2p25.3",,613400
"HGNC:52339","Approved","ADI1P1","acireductone dioxygenase 1 pseudogene 1","20q12",,
"HGNC:52340","Approved","ADI1P2","acireductone dioxygenase 1 pseudogene 2","8q22.3",,
"HGNC:52341","Approved","ADI1P3","acireductone dioxygenase 1 pseudogene 3","12q13.11",,
"HGNC:28606","Approved","ADIG","adipogenin","20q11.23",,611396
"HGNC:13633","Approved","ADIPOQ","adiponectin, C1Q and collagen domain containing","3q27.3",469926,605441
"HGNC:40648","Approved","ADIPOQ-AS1","ADIPOQ antisense RNA 1","3q27.3",,
